order_id,order_placement_date,customer_id,product_id,order_qty,agreed_delivery_date,actual_delivery_date,delivery_qty,In Full,On Time,On Time In Full,customer_name,city,currency,product_name,category,price_INR,price_USD,on_time,in_full,otif,ontime_target%,infull_target%,otif_target%
FAP46320603,2025-04-03,789320,25891603,77,2025-04-06,2025-04-08,77,1,0,0,Whole Foods Market,"New Jersey, US",USD,AM Tea 100,beverages,45,1.0,0,1,0,91,81,74
FAP44403603,2025-04-03,789403,25891603,100,2025-04-04,2025-04-04,95,0,1,0,Propel Mart,Vadodara,INR,AM Tea 100,beverages,45,1.0,1,0,0,86,79,68
FAP46902603,2025-04-03,789902,25891603,130,2025-04-06,2025-04-06,130,1,1,1,Elite Mart,Ahmedabad,INR,AM Tea 100,beverages,45,1.0,1,0,0,90,81,73
FAP44703603,2025-04-03,789703,25891603,59,2025-04-04,2025-04-04,56,0,1,0,Sorefoz Mart,Vadodara,INR,AM Tea 100,beverages,45,1.0,1,0,0,85,78,66
FAP45702603,2025-04-03,789702,25891603,164,2025-04-05,2025-04-05,164,1,1,1,Sorefoz Mart,Ahmedabad,INR,AM Tea 100,beverages,45,1.0,1,0,0,89,66,59
FAP44203603,2025-04-03,789203,25891603,107,2025-04-04,2025-04-04,102,0,1,0,Rel Fresh,Vadodara,INR,AM Tea 100,beverages,45,1.0,1,0,0,92,76,70
FAP46601603,2025-04-03,789601,25891603,73,2025-04-06,2025-04-06,58,0,1,0,Price Rite,"New Jersey, US",USD,AM Tea 100,beverages,45,1.0,1,0,0,92,67,62
FAP44103603,2025-04-03,789103,25891603,116,2025-04-04,2025-04-03,116,1,1,1,Vijay Stores,Vadodara,INR,AM Tea 100,beverages,45,1.0,1,0,0,92,67,62
FAP45103603,2025-04-03,789103,25891603,172,2025-04-05,2025-04-05,138,0,1,0,Vijay Stores,Vadodara,INR,AM Tea 100,beverages,45,1.0,1,0,0,92,67,62
FAP46103603,2025-04-03,789103,25891603,153,2025-04-06,2025-04-06,153,1,1,1,Vijay Stores,Vadodara,INR,AM Tea 100,beverages,45,1.0,1,0,0,92,67,62
FAP46122603,2025-04-03,789122,25891603,100,2025-04-06,2025-04-08,100,1,0,0,Coolblue,Vadodara,INR,AM Tea 100,beverages,45,1.0,0,1,0,76,65,49
FAP45102203,2025-04-03,789102,25891202,273,2025-04-05,2025-04-05,273,1,1,1,Vijay Stores,Ahmedabad,INR,AM Butter 250,Dairy,150,4.0,1,1,1,90,81,73
FAP46501502,2025-04-03,789501,25891202,209,2025-04-06,2025-04-06,199,0,1,0,Best Market,"New Jersey, US",USD,AM Butter 250,Dairy,150,4.0,1,0,0,92,80,74
FAP44622601,2025-04-03,789622,25891202,355,2025-04-04,2025-04-04,355,1,1,1,Expert Mart,Vadodara,INR,AM Butter 250,Dairy,150,4.0,1,1,1,90,79,71
FAP44122602,2025-04-03,789122,25891202,202,2025-04-04,2025-04-06,202,1,0,0,Coolblue,Vadodara,INR,AM Butter 250,Dairy,150,4.0,0,0,0,76,65,49
FAP45122202,2025-04-03,789122,25891202,275,2025-04-05,2025-04-08,275,1,0,0,Coolblue,Vadodara,INR,AM Butter 250,Dairy,150,4.0,0,1,0,76,65,49
FAP46122202,2025-04-03,789122,25891202,275,2025-04-06,2025-04-05,261,0,1,0,Coolblue,Vadodara,INR,AM Butter 250,Dairy,150,4.0,1,0,0,76,65,49
FAP46902603,2025-04-03,789902,25891202,150,2025-04-06,2025-04-06,150,1,1,1,Elite Mart,Ahmedabad,INR,AM Butter 250,Dairy,150,4.0,1,0,0,90,81,73
FAP44320202,2025-04-03,789320,25891202,496,2025-04-04,2025-04-06,496,1,0,0,Whole Foods Market,"New Jersey, US",USD,AM Butter 250,Dairy,150,4.0,0,1,0,91,81,74
FAP44420202,2025-04-03,789420,25891202,432,2025-04-04,2025-04-03,389,0,1,0,Lidl,"New Jersey, US",USD,AM Butter 250,Dairy,150,4.0,1,0,0,75,79,59
FAP45903602,2025-04-03,789903,25891202,217,2025-04-05,2025-04-05,206,0,1,0,Elite Mart,Vadodara,INR,AM Butter 250,Dairy,150,4.0,1,0,0,92,65,60
FAP46903403,2025-04-03,789903,25891202,480,2025-04-06,2025-04-06,432,0,1,0,Elite Mart,Vadodara,INR,AM Butter 250,Dairy,150,4.0,1,0,0,92,65,60
FAP46403601,2025-04-03,789403,25891202,189,2025-04-06,2025-04-06,189,1,1,1,Propel Mart,Vadodara,INR,AM Butter 250,Dairy,150,4.0,1,1,1,86,79,68
FAP45301202,2025-04-03,789301,25891202,363,2025-04-05,2025-04-06,363,1,0,0,Foodtown,"New Jersey, US",USD,AM Butter 250,Dairy,150,4.0,0,0,0,89,78,69
FAP46103603,2025-04-03,789103,25891202,284,2025-04-06,2025-04-06,284,1,1,1,Vijay Stores,Vadodara,INR,AM Butter 250,Dairy,150,4.0,1,0,0,92,67,62
FAP46401501,2025-04-03,789401,25891202,207,2025-04-06,2025-04-06,207,1,1,1,Wegmans,"New Jersey, US",USD,AM Butter 250,Dairy,150,4.0,1,0,0,85,79,67
FAP44503302,2025-04-03,789503,25891202,392,2025-04-04,2025-04-04,392,1,1,1,Viveks Stores,Vadodara,INR,AM Butter 250,Dairy,150,4.0,1,1,1,86,82,71
FAP45503202,2025-04-03,789503,25891202,246,2025-04-05,2025-04-05,246,1,1,1,Viveks Stores,Vadodara,INR,AM Butter 250,Dairy,150,4.0,1,1,1,86,82,71
FAP46603501,2025-04-03,789603,25891202,154,2025-04-06,2025-04-06,154,1,1,1,Info Stores,Vadodara,INR,AM Butter 250,Dairy,150,4.0,1,1,1,92,75,69
FAP46220202,2025-04-03,789220,25891202,297,2025-04-06,2025-04-07,267,0,0,0,ShopRite,"New Jersey, US",USD,AM Butter 250,Dairy,150,4.0,0,0,0,91,76,69
FAP44521303,2025-04-03,789521,25891202,312,2025-04-04,2025-04-05,281,0,0,0,Acclaimed Stores,Ahmedabad,INR,AM Butter 250,Dairy,150,4.0,0,0,0,78,79,62
FAP44621303,2025-04-03,789621,25891202,288,2025-04-04,2025-04-04,288,1,1,1,Expert Mart,Ahmedabad,INR,AM Butter 250,Dairy,150,4.0,1,0,0,92,81,75
FAP46621403,2025-04-03,789621,25891202,222,2025-04-06,2025-04-06,222,1,1,1,Expert Mart,Ahmedabad,INR,AM Butter 250,Dairy,150,4.0,1,0,0,92,81,75
FAP45321602,2025-04-03,789321,25891202,184,2025-04-05,2025-04-05,175,0,1,0,Chiptec Stores,Ahmedabad,INR,AM Butter 250,Dairy,150,4.0,1,0,0,87,81,70
FAP45203302,2025-04-03,789203,25891202,116,2025-04-05,2025-04-05,93,0,1,0,Rel Fresh,Vadodara,INR,AM Butter 250,Dairy,150,4.0,1,0,0,92,76,70
FAP44203603,2025-04-03,789203,25891303,34,2025-04-04,2025-04-04,31,0,1,0,Rel Fresh,Vadodara,INR,AM Ghee 100,Dairy,90,3.0,1,0,0,92,76,70
FAP46103603,2025-04-03,789103,25891303,75,2025-04-06,2025-04-06,67,0,1,0,Vijay Stores,Vadodara,INR,AM Ghee 100,Dairy,90,3.0,1,0,0,92,67,62
FAP44201303,2025-04-03,789201,25891303,84,2025-04-04,2025-04-04,84,1,1,1,Rel Fresh,"New Jersey, US",USD,AM Ghee 100,Dairy,90,3.0,1,1,1,87,81,70
FAP44102303,2025-04-03,789102,25891303,90,2025-04-04,2025-04-03,90,1,1,1,Vijay Stores,Ahmedabad,INR,AM Ghee 100,Dairy,90,3.0,1,1,1,90,81,73
FAP46303602,2025-04-03,789303,25891303,89,2025-04-06,2025-04-06,85,0,1,0,Expression Stores,Vadodara,INR,AM Ghee 100,Dairy,90,3.0,1,0,0,88,78,69
FAP45122303,2025-04-03,789122,25891303,72,2025-04-05,2025-04-07,68,0,0,0,Coolblue,Vadodara,INR,AM Ghee 100,Dairy,90,3.0,0,0,0,76,65,49
FAP46520403,2025-04-03,789520,25891303,93,2025-04-06,2025-04-08,88,0,0,0,Fairway Market,"New Jersey, US",USD,AM Ghee 100,Dairy,90,3.0,0,0,0,75,68,51
FAP44501602,2025-04-03,789501,25891303,30,2025-04-04,2025-04-04,27,0,1,0,Best Market,"New Jersey, US",USD,AM Ghee 100,Dairy,90,3.0,1,0,0,92,80,74
FAP45702303,2025-04-03,789702,25891303,88,2025-04-05,2025-04-07,70,0,0,0,Sorefoz Mart,Ahmedabad,INR,AM Ghee 100,Dairy,90,3.0,0,0,0,89,66,59
FAP46902603,2025-04-03,789902,25891303,25,2025-04-06,2025-04-06,20,0,1,0,Elite Mart,Ahmedabad,INR,AM Ghee 100,Dairy,90,3.0,1,0,0,90,81,73
FAP46121303,2025-04-03,789121,25891303,35,2025-04-06,2025-04-07,35,1,0,0,Coolblue,Ahmedabad,INR,AM Ghee 100,Dairy,90,3.0,0,1,0,78,77,60
FAP44101303,2025-04-03,789101,25891303,71,2025-04-04,2025-04-05,71,1,0,0,Costco Wholesale,"New Jersey, US",USD,AM Ghee 100,Dairy,90,3.0,0,1,0,86,80,69
FAP46402503,2025-04-03,789402,25891303,49,2025-04-06,2025-04-06,49,1,1,1,Propel Mart,Ahmedabad,INR,AM Ghee 100,Dairy,90,3.0,1,0,0,89,80,71
FAP44621303,2025-04-03,789621,25891303,91,2025-04-04,2025-04-04,86,0,1,0,Expert Mart,Ahmedabad,INR,AM Ghee 100,Dairy,90,3.0,1,0,0,92,81,75
FAP46621303,2025-04-03,789621,25891303,99,2025-04-06,2025-04-07,99,1,0,0,Expert Mart,Ahmedabad,INR,AM Ghee 100,Dairy,90,3.0,0,1,0,92,81,75
FAP44521303,2025-04-03,789521,25891303,27,2025-04-04,2025-04-05,24,0,0,0,Acclaimed Stores,Ahmedabad,INR,AM Ghee 100,Dairy,90,3.0,0,0,0,78,79,62
FAP45221502,2025-04-04,789221,25891402,434,2025-04-05,2025-04-05,434,1,1,1,Atlas Stores,Ahmedabad,INR,AM Curd 100,Dairy,20,2.0,1,0,0,85,80,68
FAP47603203,2025-04-04,789603,25891203,394,2025-04-07,2025-04-08,394,1,0,0,Info Stores,Vadodara,INR,AM Butter 500,Dairy,300,9.0,0,1,0,92,75,69
FAP46101402,2025-04-04,789101,25891203,234,2025-04-06,2025-04-06,234,1,1,1,Costco Wholesale,"New Jersey, US",USD,AM Butter 500,Dairy,300,9.0,1,1,1,86,80,69
FAP46401203,2025-04-04,789401,25891203,162,2025-04-06,2025-04-06,162,1,1,1,Wegmans,"New Jersey, US",USD,AM Butter 500,Dairy,300,9.0,1,1,1,85,79,67
FAP45420203,2025-04-04,789420,25891203,426,2025-04-05,2025-04-07,383,0,0,0,Lidl,"New Jersey, US",USD,AM Butter 500,Dairy,300,9.0,0,0,0,75,79,59
FAP45403602,2025-04-04,789403,25891203,133,2025-04-05,2025-04-05,133,1,1,1,Propel Mart,Vadodara,INR,AM Butter 500,Dairy,300,9.0,1,1,1,86,79,68
FAP45301503,2025-04-04,789301,25891203,166,2025-04-05,2025-04-05,166,1,1,1,Foodtown,"New Jersey, US",USD,AM Butter 500,Dairy,300,9.0,1,0,0,89,78,69
FAP45202602,2025-04-04,789202,25891203,381,2025-04-05,2025-04-05,305,0,1,0,Rel Fresh,Ahmedabad,INR,AM Butter 500,Dairy,300,9.0,1,0,0,85,81,69
FAP45121203,2025-04-04,789121,25891203,261,2025-04-05,2025-04-06,261,1,0,0,Coolblue,Ahmedabad,INR,AM Butter 500,Dairy,300,9.0,0,1,0,78,77,60
FAP47221302,2025-04-04,789221,25891203,383,2025-04-07,2025-04-07,345,0,1,0,Atlas Stores,Ahmedabad,INR,AM Butter 500,Dairy,300,9.0,1,0,0,85,80,68
FAP46201603,2025-04-04,789201,25891203,201,2025-04-06,2025-04-06,161,0,1,0,Rel Fresh,"New Jersey, US",USD,AM Butter 500,Dairy,300,9.0,1,0,0,87,81,70
FAP45601203,2025-04-04,789601,25891203,136,2025-04-05,2025-04-06,109,0,0,0,Price Rite,"New Jersey, US",USD,AM Butter 500,Dairy,300,9.0,0,0,0,92,67,62
FAP45702203,2025-04-04,789702,25891203,489,2025-04-05,2025-04-05,489,1,1,1,Sorefoz Mart,Ahmedabad,INR,AM Butter 500,Dairy,300,9.0,1,1,1,89,66,59
FAP46520203,2025-04-04,789520,25891203,354,2025-04-06,2025-04-08,354,1,0,0,Fairway Market,"New Jersey, US",USD,AM Butter 500,Dairy,300,9.0,0,1,0,75,68,51
FAP45702302,2025-04-04,789702,25891302,85,2025-04-05,2025-04-08,68,0,0,0,Sorefoz Mart,Ahmedabad,INR,AM Ghee 150,Dairy,135,4.0,0,0,0,89,66,59
FAP45320302,2025-04-04,789320,25891302,95,2025-04-05,2025-04-05,95,1,1,1,Whole Foods Market,"New Jersey, US",USD,AM Ghee 150,Dairy,135,4.0,1,1,1,91,81,74
FAP45221502,2025-04-04,789221,25891302,91,2025-04-05,2025-04-05,91,1,1,1,Atlas Stores,Ahmedabad,INR,AM Ghee 150,Dairy,135,4.0,1,0,0,85,80,68
FAP47221302,2025-04-04,789221,25891302,94,2025-04-07,2025-04-07,94,1,1,1,Atlas Stores,Ahmedabad,INR,AM Ghee 150,Dairy,135,4.0,1,0,0,85,80,68
FAP45520302,2025-04-04,789520,25891302,50,2025-04-05,2025-04-08,40,0,0,0,Fairway Market,"New Jersey, US",USD,AM Ghee 150,Dairy,135,4.0,0,0,0,75,68,51
FAP47421302,2025-04-04,789421,25891302,27,2025-04-07,2025-04-06,26,0,1,0,Lotus Mart,Ahmedabad,INR,AM Ghee 150,Dairy,135,4.0,1,0,0,78,66,51
FAP46420402,2025-04-04,789420,25891302,100,2025-04-06,2025-04-09,100,1,0,0,Lidl,"New Jersey, US",USD,AM Ghee 150,Dairy,135,4.0,0,0,0,75,79,59
FAP45403602,2025-04-04,789403,25891302,76,2025-04-05,2025-04-05,76,1,1,1,Propel Mart,Vadodara,INR,AM Ghee 150,Dairy,135,4.0,1,1,1,86,79,68
FAP47201602,2025-04-04,789201,25891302,40,2025-04-07,2025-04-07,40,1,1,1,Rel Fresh,"New Jersey, US",USD,AM Ghee 150,Dairy,135,4.0,1,0,0,87,81,70
FAP47122302,2025-04-04,789122,25891302,25,2025-04-07,2025-04-06,25,1,1,1,Coolblue,Vadodara,INR,AM Ghee 150,Dairy,135,4.0,1,1,1,76,65,49
FAP45121302,2025-04-04,789121,25891302,40,2025-04-05,2025-04-04,40,1,1,1,Coolblue,Ahmedabad,INR,AM Ghee 150,Dairy,135,4.0,1,1,1,78,77,60
FAP47121402,2025-04-04,789121,25891302,88,2025-04-07,2025-04-10,79,0,0,0,Coolblue,Ahmedabad,INR,AM Ghee 150,Dairy,135,4.0,0,0,0,78,77,60
FAP45503603,2025-04-04,789503,25891302,55,2025-04-05,2025-04-05,55,1,1,1,Viveks Stores,Vadodara,INR,AM Ghee 150,Dairy,135,4.0,1,0,0,86,82,71
FAP47402302,2025-04-04,789402,25891302,98,2025-04-07,2025-04-09,78,0,0,0,Propel Mart,Ahmedabad,INR,AM Ghee 150,Dairy,135,4.0,0,0,0,89,80,71
FAP46422302,2025-04-04,789422,25891302,66,2025-04-06,2025-04-07,63,0,0,0,Lotus Mart,Vadodara,INR,AM Ghee 150,Dairy,135,4.0,0,0,0,79,81,64
FAP47301601,2025-04-04,789301,25891302,27,2025-04-07,2025-04-07,27,1,1,1,Foodtown,"New Jersey, US",USD,AM Ghee 150,Dairy,135,4.0,1,0,0,89,78,69
FAP45721401,2025-04-04,789721,25891301,76,2025-04-05,2025-04-05,72,0,1,0,Logic Stores,Ahmedabad,INR,AM Ghee 250,Dairy,225,6.0,1,0,0,89,75,67
FAP47703301,2025-04-04,789703,25891301,58,2025-04-07,2025-04-07,58,1,1,1,Sorefoz Mart,Vadodara,INR,AM Ghee 250,Dairy,225,6.0,1,1,1,85,78,66
FAP47320301,2025-04-04,789320,25891301,71,2025-04-07,2025-04-07,71,1,1,1,Whole Foods Market,"New Jersey, US",USD,AM Ghee 250,Dairy,225,6.0,1,0,0,91,81,74
FAP46122301,2025-04-04,789122,25891301,54,2025-04-06,2025-04-08,43,0,0,0,Coolblue,Vadodara,INR,AM Ghee 250,Dairy,225,6.0,0,0,0,76,65,49
FAP46101402,2025-04-04,789101,25891301,27,2025-04-06,2025-04-06,27,1,1,1,Costco Wholesale,"New Jersey, US",USD,AM Ghee 250,Dairy,225,6.0,1,1,1,86,80,69
FAP45720502,2025-04-04,789720,25891301,73,2025-04-05,2025-04-05,66,0,1,0,Colonial Farms,"New Jersey, US",USD,AM Ghee 250,Dairy,225,6.0,1,0,0,86,77,66
FAP45203403,2025-04-04,789203,25891301,29,2025-04-05,2025-04-05,29,1,1,1,Rel Fresh,Vadodara,INR,AM Ghee 250,Dairy,225,6.0,1,0,0,92,76,70
FAP46203501,2025-04-04,789203,25891301,49,2025-04-06,2025-04-06,44,0,1,0,Rel Fresh,Vadodara,INR,AM Ghee 250,Dairy,225,6.0,1,0,0,92,76,70
FAP47501501,2025-04-04,789501,25891301,43,2025-04-07,2025-04-07,39,0,1,0,Best Market,"New Jersey, US",USD,AM Ghee 250,Dairy,225,6.0,1,0,0,92,80,74
FAP45521301,2025-04-04,789521,25891301,100,2025-04-05,2025-04-07,100,1,0,0,Acclaimed Stores,Ahmedabad,INR,AM Ghee 250,Dairy,225,6.0,0,1,0,78,79,62
FAP46521301,2025-04-04,789521,25891301,64,2025-04-06,2025-04-07,64,1,0,0,Acclaimed Stores,Ahmedabad,INR,AM Ghee 250,Dairy,225,6.0,0,1,0,78,79,62
FAP45221502,2025-04-04,789221,25891301,41,2025-04-05,2025-04-05,41,1,1,1,Atlas Stores,Ahmedabad,INR,AM Ghee 250,Dairy,225,6.0,1,0,0,85,80,68
FAP47221302,2025-04-04,789221,25891301,31,2025-04-07,2025-04-07,31,1,1,1,Atlas Stores,Ahmedabad,INR,AM Ghee 250,Dairy,225,6.0,1,0,0,85,80,68
FAP45522301,2025-04-04,789522,25891301,60,2025-04-05,2025-04-07,60,1,0,0,Acclaimed Stores,Vadodara,INR,AM Ghee 250,Dairy,225,6.0,0,1,0,76,79,60
FAP47903602,2025-04-04,789903,25891301,26,2025-04-07,2025-04-07,21,0,1,0,Elite Mart,Vadodara,INR,AM Ghee 250,Dairy,225,6.0,1,0,0,92,65,60
FAP45520301,2025-04-04,789520,25891301,100,2025-04-05,2025-04-07,90,0,0,0,Fairway Market,"New Jersey, US",USD,AM Ghee 250,Dairy,225,6.0,0,0,0,75,68,51
FAP47301301,2025-04-04,789301,25891301,40,2025-04-07,2025-04-09,40,1,0,0,Foodtown,"New Jersey, US",USD,AM Ghee 250,Dairy,225,6.0,0,1,0,89,78,69
FAP47622601,2025-04-04,789622,25891301,91,2025-04-07,2025-04-07,91,1,1,1,Expert Mart,Vadodara,INR,AM Ghee 250,Dairy,225,6.0,1,1,1,90,79,71
FAP46902301,2025-04-04,789902,25891301,26,2025-04-06,2025-04-07,23,0,0,0,Elite Mart,Ahmedabad,INR,AM Ghee 250,Dairy,225,6.0,0,0,0,90,81,73
FAP47401301,2025-04-04,789401,25891301,34,2025-04-07,2025-04-07,34,1,1,1,Wegmans,"New Jersey, US",USD,AM Ghee 250,Dairy,225,6.0,1,1,1,85,79,67
FAP47603502,2025-04-04,789603,25891301,80,2025-04-07,2025-04-07,76,0,1,0,Info Stores,Vadodara,INR,AM Ghee 250,Dairy,225,6.0,1,0,0,92,75,69
FAP45303102,2025-04-04,789303,25891102,464,2025-04-05,2025-04-08,464,1,0,0,Expression Stores,Vadodara,INR,AM Milk 250,Dairy,62,2.0,0,1,0,88,78,69
FAP46402501,2025-04-04,789402,25891102,375,2025-04-06,2025-04-06,375,1,1,1,Propel Mart,Ahmedabad,INR,AM Milk 250,Dairy,62,2.0,1,0,0,89,80,71
FAP46720102,2025-04-04,789720,25891102,305,2025-04-06,2025-04-06,305,1,1,1,Colonial Farms,"New Jersey, US",USD,AM Milk 250,Dairy,62,2.0,1,1,1,86,77,66
FAP47321102,2025-04-04,789321,25891102,343,2025-04-07,2025-04-07,343,1,1,1,Chiptec Stores,Ahmedabad,INR,AM Milk 250,Dairy,62,2.0,1,1,1,87,81,70
FAP45103401,2025-04-04,789103,25891102,304,2025-04-05,2025-04-05,243,0,1,0,Vijay Stores,Vadodara,INR,AM Milk 250,Dairy,62,2.0,1,0,0,92,67,62
FAP45702203,2025-04-04,789702,25891102,354,2025-04-05,2025-04-05,354,1,1,1,Sorefoz Mart,Ahmedabad,INR,AM Milk 250,Dairy,62,2.0,1,1,1,89,66,59
FAP46702601,2025-04-04,789702,25891102,451,2025-04-06,2025-04-06,451,1,1,1,Sorefoz Mart,Ahmedabad,INR,AM Milk 250,Dairy,62,2.0,1,0,0,89,66,59
FAP47702403,2025-04-04,789702,25891102,369,2025-04-07,2025-04-07,332,0,1,0,Sorefoz Mart,Ahmedabad,INR,AM Milk 250,Dairy,62,2.0,1,0,0,89,66,59
FAP46101102,2025-04-04,789101,25891102,358,2025-04-06,2025-04-05,322,0,1,0,Costco Wholesale,"New Jersey, US",USD,AM Milk 250,Dairy,62,2.0,1,0,0,86,80,69
FAP47201602,2025-04-04,789201,25891102,418,2025-04-07,2025-04-07,418,1,1,1,Rel Fresh,"New Jersey, US",USD,AM Milk 250,Dairy,62,2.0,1,0,0,87,81,70
FAP47621603,2025-04-04,789621,25891102,392,2025-04-07,2025-04-07,392,1,1,1,Expert Mart,Ahmedabad,INR,AM Milk 250,Dairy,62,2.0,1,0,0,92,81,75
FAP45122502,2025-04-04,789122,25891502,102,2025-04-05,2025-04-08,92,0,0,0,Coolblue,Vadodara,INR,AM Biscuits 500,Food,200,6.0,0,0,0,76,65,49
FAP47122502,2025-04-04,789122,25891502,103,2025-04-07,2025-04-08,82,0,0,0,Coolblue,Vadodara,INR,AM Biscuits 500,Food,200,6.0,0,0,0,76,65,49
FAP45301503,2025-04-04,789301,25891502,167,2025-04-05,2025-04-05,167,1,1,1,Foodtown,"New Jersey, US",USD,AM Biscuits 500,Food,200,6.0,1,0,0,89,78,69
FAP45220601,2025-04-04,789220,25891502,114,2025-04-05,2025-04-05,114,1,1,1,ShopRite,"New Jersey, US",USD,AM Biscuits 500,Food,200,6.0,1,0,0,91,76,69
FAP47220502,2025-04-04,789220,25891502,216,2025-04-07,2025-04-07,216,1,1,1,ShopRite,"New Jersey, US",USD,AM Biscuits 500,Food,200,6.0,1,0,0,91,76,69
FAP47202603,2025-04-04,789202,25891502,245,2025-04-07,2025-04-07,221,0,1,0,Rel Fresh,Ahmedabad,INR,AM Biscuits 500,Food,200,6.0,1,0,0,85,81,69
FAP46621502,2025-04-04,789621,25891502,130,2025-04-06,2025-04-06,130,1,1,1,Expert Mart,Ahmedabad,INR,AM Biscuits 500,Food,200,6.0,1,0,0,92,81,75
FAP47603502,2025-04-04,789603,25891502,231,2025-04-07,2025-04-07,231,1,1,1,Info Stores,Vadodara,INR,AM Biscuits 500,Food,200,6.0,1,0,0,92,75,69
FAP45720502,2025-04-04,789720,25891502,204,2025-04-05,2025-04-05,204,1,1,1,Colonial Farms,"New Jersey, US",USD,AM Biscuits 500,Food,200,6.0,1,0,0,86,77,66
FAP45401502,2025-04-04,789401,25891502,238,2025-04-05,2025-04-05,238,1,1,1,Wegmans,"New Jersey, US",USD,AM Biscuits 500,Food,200,6.0,1,1,1,85,79,67
FAP46702601,2025-04-04,789702,25891502,160,2025-04-06,2025-04-06,128,0,1,0,Sorefoz Mart,Ahmedabad,INR,AM Biscuits 500,Food,200,6.0,1,0,0,89,66,59
FAP47303502,2025-04-04,789303,25891502,250,2025-04-07,2025-04-07,250,1,1,1,Expression Stores,Vadodara,INR,AM Biscuits 500,Food,200,6.0,1,1,1,88,78,69
FAP47403502,2025-04-04,789403,25891502,121,2025-04-07,2025-04-07,109,0,1,0,Propel Mart,Vadodara,INR,AM Biscuits 500,Food,200,6.0,1,0,0,86,79,68
FAP45221502,2025-04-04,789221,25891502,132,2025-04-05,2025-04-05,119,0,1,0,Atlas Stores,Ahmedabad,INR,AM Biscuits 500,Food,200,6.0,1,0,0,85,80,68
FAP45321502,2025-04-04,789321,25891502,213,2025-04-05,2025-04-05,213,1,1,1,Chiptec Stores,Ahmedabad,INR,AM Biscuits 500,Food,200,6.0,1,0,0,87,81,70
FAP46321601,2025-04-04,789321,25891502,138,2025-04-06,2025-04-06,131,0,1,0,Chiptec Stores,Ahmedabad,INR,AM Biscuits 500,Food,200,6.0,1,0,0,87,81,70
FAP47601502,2025-04-04,789601,25891502,135,2025-04-07,2025-04-06,128,0,1,0,Price Rite,"New Jersey, US",USD,AM Biscuits 500,Food,200,6.0,1,0,0,92,67,62
FAP46521502,2025-04-04,789521,25891502,189,2025-04-06,2025-04-08,151,0,0,0,Acclaimed Stores,Ahmedabad,INR,AM Biscuits 500,Food,200,6.0,0,0,0,78,79,62
FAP47621603,2025-04-04,789621,25891403,346,2025-04-07,2025-04-07,311,0,1,0,Expert Mart,Ahmedabad,INR,AM Curd 50,Dairy,10,1.0,1,0,0,92,81,75
FAP47402403,2025-04-04,789402,25891403,266,2025-04-07,2025-04-08,266,1,0,0,Propel Mart,Ahmedabad,INR,AM Curd 50,Dairy,10,1.0,0,1,0,89,80,71
FAP45203403,2025-04-04,789203,25891403,285,2025-04-05,2025-04-05,285,1,1,1,Rel Fresh,Vadodara,INR,AM Curd 50,Dairy,10,1.0,1,0,0,92,76,70
FAP46203403,2025-04-04,789203,25891403,246,2025-04-06,2025-04-07,221,0,0,0,Rel Fresh,Vadodara,INR,AM Curd 50,Dairy,10,1.0,0,0,0,92,76,70
FAP45321502,2025-04-04,789321,25891403,496,2025-04-05,2025-04-05,496,1,1,1,Chiptec Stores,Ahmedabad,INR,AM Curd 50,Dairy,10,1.0,1,0,0,87,81,70
FAP47320403,2025-04-04,789320,25891403,382,2025-04-07,2025-04-06,344,0,1,0,Whole Foods Market,"New Jersey, US",USD,AM Curd 50,Dairy,10,1.0,1,0,0,91,81,74
FAP45422403,2025-04-04,789422,25891403,428,2025-04-05,2025-04-05,428,1,1,1,Lotus Mart,Vadodara,INR,AM Curd 50,Dairy,10,1.0,1,1,1,79,81,64
FAP45501602,2025-04-04,789501,25891403,495,2025-04-05,2025-04-05,470,0,1,0,Best Market,"New Jersey, US",USD,AM Curd 50,Dairy,10,1.0,1,0,0,92,80,74
FAP45420403,2025-04-04,789420,25891403,262,2025-04-05,2025-04-08,262,1,0,0,Lidl,"New Jersey, US",USD,AM Curd 50,Dairy,10,1.0,0,1,0,75,79,59
FAP47721601,2025-04-04,789721,25891403,227,2025-04-07,2025-04-07,227,1,1,1,Logic Stores,Ahmedabad,INR,AM Curd 50,Dairy,10,1.0,1,0,0,89,75,67
FAP46202603,2025-04-04,789202,25891403,394,2025-04-06,2025-04-06,374,0,1,0,Rel Fresh,Ahmedabad,INR,AM Curd 50,Dairy,10,1.0,1,0,0,85,81,69
FAP47720501,2025-04-04,789720,25891403,249,2025-04-07,2025-04-07,249,1,1,1,Colonial Farms,"New Jersey, US",USD,AM Curd 50,Dairy,10,1.0,1,0,0,86,77,66
FAP46702601,2025-04-04,789702,25891403,324,2025-04-06,2025-04-06,324,1,1,1,Sorefoz Mart,Ahmedabad,INR,AM Curd 50,Dairy,10,1.0,1,0,0,89,66,59
FAP47702403,2025-04-04,789702,25891403,383,2025-04-07,2025-04-07,364,0,1,0,Sorefoz Mart,Ahmedabad,INR,AM Curd 50,Dairy,10,1.0,1,0,0,89,66,59
FAP46522403,2025-04-04,789522,25891403,377,2025-04-06,2025-04-07,377,1,0,0,Acclaimed Stores,Vadodara,INR,AM Curd 50,Dairy,10,1.0,0,1,0,76,79,60
